locus_tag	old_locus_tag	protein_id	GOfun	GOpro	GOfun_evidence	GOpro_evidence	product
AEP_RS16010	AEP_03205	WP_157673195.1	none	none	none	none	hypothetical protein
AEP_RS16015	AEP_03206	WP_087496312.1	none	GO:0008360	none	IEA	rod shape-determining protein RodA
AEP_RS16020	AEP_03207	WP_087496313.1	none	none	none	none	NAD(P)-dependent oxidoreductase
AEP_RS16025	AEP_03208	WP_087496314.1	GO:0008237	GO:0006508	IEA	IEA	metalloprotease TldD
AEP_RS16030	AEP_03209	WP_087496315.1	GO:0003849	GO:0009423	IEA	IEA	3-deoxy-7-phosphoheptulonate synthase
AEP_RS16035	AEP_03210	WP_087496316.1	none	none	none	none	hypothetical protein
AEP_RS16040	AEP_03211	WP_087496317.1	GO:0016881	GO:0009252	IEA	IEA	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
AEP_RS16045	AEP_03212	WP_087496318.1	none	none	none	none	hypothetical protein
AEP_RS16050	AEP_03213	WP_232459847.1	none	none	none	none	redoxin family protein
AEP_RS16055	AEP_03214	WP_087496320.1	GO:0003989	GO:0006633	IEA	IEA	acetyl-CoA carboxylase biotin carboxyl carrier protein
AEP_RS16060	AEP_03215	WP_087496321.1	GO:0003989;GO:0004075	GO:0006633	IEA;IEA	IEA	acetyl-CoA carboxylase biotin carboxylase subunit
AEP_RS16065	AEP_03216	WP_087496322.1	GO:0008757	GO:0036211	IEA	IEA	50S ribosomal protein L11 methyltransferase
AEP_RS16070	AEP_03217	WP_087496323.1	none	none	none	none	zinc-ribbon and DUF3426 domain-containing protein
AEP_RS16075	AEP_03218	WP_087496324.1	none	none	none	none	histone
AEP_RS16080	AEP_03219	WP_087496325.1	GO:0016491	GO:0009263	IEA	IEA	ribonucleotide-diphosphate reductase subunit beta
AEP_RS16085	AEP_03220	WP_087497380.1	GO:0004748;GO:0005524	GO:0006260	IEA;IEA	IEA	ribonucleoside-diphosphate reductase subunit alpha
AEP_RS16090	AEP_03221	WP_087496326.1	GO:0008745	GO:0009253	IEA	IEA	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
AEP_RS16095	AEP_03222	WP_232460027.1	none	none	none	none	sigma 54-interacting transcriptional regulator
AEP_RS16100	AEP_03223	WP_087496328.1	none	none	none	none	ATP-binding protein
AEP_RS21245	AEP_03224	WP_087496329.1	none	none	none	none	PP0621 family protein
AEP_RS16110	AEP_03225	WP_087496330.1	GO:0020037	GO:0017004	IEA	IEA	cytochrome c biogenesis protein CcsA
AEP_RS16115	AEP_03226	WP_087496331.1	GO:0003924;GO:0005048	GO:0009306	IEA;IEA	IEA	signal recognition particle protein
AEP_RS16120	AEP_03227	WP_087496332.1	none	none	none	none	DMT family transporter
AEP_RS16125	AEP_03228	WP_232459848.1	none	none	none	none	M48 family metallopeptidase
AEP_RS16130	AEP_03229	WP_087496333.1	none	none	none	none	DUF3015 family protein
AEP_RS16135	AEP_03231	WP_157673196.1	none	none	none	none	DUF4105 domain-containing protein
AEP_RS16140	AEP_03232	WP_087496335.1	none	none	none	none	acetyl-CoA hydrolase/transferase family protein
AEP_RS16145	AEP_03233	WP_087496336.1	none	none	none	none	PEP-CTERM sorting domain-containing protein
AEP_RS16150	AEP_03234	WP_087496337.1	GO:0016782;GO:0051539;GO:1904047	GO:0006400	IEA;IEA;IEA	IEA	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
AEP_RS16155	AEP_03235	WP_232459849.1	none	none	none	none	hypothetical protein
AEP_RS16165	AEP_03237	WP_087497383.1	none	none	none	none	enoyl-CoA hydratase
AEP_RS16170	AEP_03238	WP_087496338.1	GO:0003824	none	IEA	none	enoyl-CoA hydratase-related protein
AEP_RS16175	AEP_03239	WP_087496339.1	none	none	none	none	M61 family metallopeptidase
AEP_RS16180	AEP_03240	WP_087496340.1	none	none	none	none	DsbC family protein
AEP_RS16185	AEP_03241	WP_087496341.1	GO:0071949	none	IEA	none	FAD-dependent monooxygenase
AEP_RS16190	AEP_03242	WP_087497384.1	none	none	none	none	MOSC N-terminal beta barrel domain-containing protein
AEP_RS16195	AEP_03243	WP_087496342.1	none	none	none	none	diguanylate cyclase
AEP_RS16200	AEP_03244	WP_087496343.1	none	none	none	none	diguanylate cyclase
AEP_RS16205	AEP_03245	WP_087496344.1	GO:0005525	none	IEA	none	redox-regulated ATPase YchF
AEP_RS16210	AEP_03246	WP_087496345.1	none	none	none	none	DMT family transporter
AEP_RS16215	AEP_03247	WP_087496346.1	GO:0043828	GO:0002098	IEA	IEA	tRNA 2-selenouridine(34) synthase MnmH
AEP_RS16220	AEP_03248	WP_087496347.1	none	none	none	none	DedA family protein
AEP_RS16225	AEP_03249	WP_087496348.1	GO:0003824;GO:0016491;GO:0017150;GO:0050660	GO:0008033	IEA;IEA;IEA;IEA	IEA	tRNA dihydrouridine synthase DusB
AEP_RS16230	AEP_03250	WP_087496349.1	none	none	none	none	Fis family transcriptional regulator
AEP_RS16235	AEP_03251	WP_087496350.1	GO:0003824;GO:0003937;GO:0004643	GO:0006164;GO:0006189	IEA;IEA;IEA	IEA;IEA	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
AEP_RS16240	AEP_03252	WP_087497385.1	GO:0097367	GO:1901135	IEA	IEA	SIS domain-containing protein
AEP_RS16245	AEP_03253	WP_087496351.1	GO:0042286	GO:0006779	IEA	IEA	glutamate-1-semialdehyde 2,1-aminomutase
AEP_RS16250	AEP_03254	WP_087496352.1	none	none	none	none	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
AEP_RS16255	none	WP_250644829.1	none	none	none	none	rubredoxin
AEP_RS16260	AEP_03255	WP_087496354.1	none	GO:0000160	none	IEA	response regulator
AEP_RS16265	AEP_03256	WP_087496355.1	none	GO:0000160	none	IEA	response regulator
AEP_RS16270	AEP_03257	WP_087496356.1	none	none	none	none	chemotaxis protein CheW
AEP_RS16275	AEP_03258	WP_087496357.1	none	none	none	none	methyl-accepting chemotaxis protein
AEP_RS16280	AEP_03259	WP_087496358.1	none	GO:0000160	none	IEA	Hpt domain-containing protein
AEP_RS16285	AEP_03260	WP_087496359.1	none	none	none	none	DNA photolyase family protein
AEP_RS16290	AEP_03261	WP_087496360.1	none	none	none	none	YqgE/AlgH family protein
AEP_RS16295	AEP_03262	WP_087496361.1	GO:0003674	GO:0008150	IEA	IEA	Holliday junction resolvase RuvX
AEP_RS16300	AEP_03263	WP_087496362.1	none	GO:0009116	none	IEA	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
AEP_RS16305	AEP_03264	WP_087496363.1	GO:0004070;GO:0016597	GO:0006207;GO:0006520	IEA;IEA	IEA;IEA	aspartate carbamoyltransferase catalytic subunit
AEP_RS16310	AEP_03265	WP_087496364.1	none	none	none	none	dihydroorotase
AEP_RS16315	AEP_03266	WP_087496365.1	none	none	none	none	1-acyl-sn-glycerol-3-phosphate acyltransferase
AEP_RS16325	AEP_03268	WP_087496366.1	none	none	none	none	VWA domain-containing protein
AEP_RS16330	AEP_03269	WP_087496367.1	none	none	none	none	GNAT family N-acetyltransferase
AEP_RS16335	AEP_03270	WP_198301842.1	none	none	none	none	hypothetical protein
AEP_RS16340	AEP_03271	WP_087496369.1	none	none	none	none	MoxR family ATPase
AEP_RS16345	AEP_03272	WP_087496370.1	none	none	none	none	cytochrome c4
AEP_RS16350	AEP_03273	WP_087496371.1	none	none	none	none	hypothetical protein
AEP_RS16355	AEP_03274	WP_087496372.1	GO:0022857	GO:0055085	IEA	IEA	lysophospholipid transporter LplT
AEP_RS16360	AEP_03275	WP_087496373.1	none	none	none	none	glycosyltransferase family 1 protein
AEP_RS16365	AEP_03276	WP_087496374.1	GO:0004609	GO:0008654	IEA	IEA	archaetidylserine decarboxylase
AEP_RS16370	AEP_03277	WP_087496375.1	GO:0008483;GO:0030170	none	IEA;IEA	none	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
AEP_RS16375	AEP_03278	WP_087496376.1	none	none	none	none	hypothetical protein
AEP_RS16380	AEP_03279	WP_087496377.1	none	none	none	none	DUF1841 family protein
AEP_RS16385	AEP_03280	WP_087496378.1	GO:0015503	GO:0006813	IEA	IEA	glutathione-regulated potassium-efflux system protein KefC
AEP_RS16390	AEP_03281	WP_087496379.1	none	none	none	none	NAD(P)H-dependent oxidoreductase
AEP_RS16395	AEP_03282	WP_087496380.1	none	none	none	none	ParA family protein
AEP_RS16400	AEP_03283	WP_087496381.1	none	none	none	none	MaoC family dehydratase
AEP_RS16405	AEP_03284	WP_087496382.1	GO:0008175	GO:0006400	IEA	IEA	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
AEP_RS16410	AEP_03285	WP_087497386.1	none	none	none	none	ComF family protein
AEP_RS16415	AEP_03286	WP_087496383.1	none	none	none	none	biotin synthase
AEP_RS16420	none	WP_087496384.1	none	none	none	none	DUF2244 domain-containing protein
AEP_RS16425	AEP_03287	WP_087496385.1	GO:0004129	none	IEA	none	cytochrome c oxidase subunit II
AEP_RS16430	AEP_03288	WP_087496386.1	GO:0004129	none	IEA	none	cytochrome c oxidase subunit I
AEP_RS21140	AEP_03289	WP_232459850.1	none	none	none	none	cytochrome oxidase small assembly protein
AEP_RS16435	AEP_03290	WP_087496387.1	none	none	none	none	cytochrome c oxidase assembly protein
AEP_RS16440	AEP_03291	WP_087496388.1	none	none	none	none	DUF2970 domain-containing protein
AEP_RS16445	AEP_03292	WP_087496389.1	none	none	none	none	cytochrome c oxidase subunit 3
AEP_RS16450	AEP_03293	WP_087496390.1	none	none	none	none	twin transmembrane helix small protein
AEP_RS16455	AEP_03294	WP_232459851.1	none	none	none	none	SURF1 family protein
AEP_RS16460	AEP_03295	WP_087496392.1	none	none	none	none	hypothetical protein
AEP_RS16465	AEP_03296	WP_198301843.1	none	none	none	none	COX15/CtaA family protein
AEP_RS16470	AEP_03297	WP_087496394.1	GO:0008495	GO:0006783	IEA	IEA	heme o synthase
AEP_RS16475	AEP_03298	WP_087496395.1	none	none	none	none	SCO family protein
AEP_RS16480	AEP_03299	WP_087497387.1	none	none	none	none	tripartite tricarboxylate transporter substrate binding protein
AEP_RS16485	AEP_03300	WP_087496396.1	GO:0016987	GO:0006352	IEA	IEA	RNA polymerase sigma factor RpoH
AEP_RS16490	AEP_03301	WP_087496397.1	none	none	none	none	AMP-binding protein
AEP_RS16495	AEP_03302	WP_087496398.1	none	none	none	none	isochorismatase family protein
AEP_RS16500	AEP_03303	WP_087496399.1	none	none	none	none	DUF1272 domain-containing protein
AEP_RS16505	AEP_03304	WP_087497388.1	none	none	none	none	EamA family transporter
AEP_RS16510	AEP_03305	WP_087496400.1	GO:0003700;GO:0043565	GO:0006355	IEA;IEA	IEA	helix-turn-helix domain-containing protein
AEP_RS16515	AEP_03306	WP_087496401.1	none	none	none	none	SDR family oxidoreductase
AEP_RS16520	AEP_03307	WP_087496402.1	none	none	none	none	multidrug effflux MFS transporter
AEP_RS16525	AEP_03308	WP_087496403.1	none	none	none	none	C40 family peptidase
AEP_RS16530	AEP_03309	WP_087496404.1	none	none	none	none	flavin reductase family protein
AEP_RS16535	AEP_03310	WP_087496405.1	none	none	none	none	N-methyl-D-aspartate receptor NMDAR2C subunit
AEP_RS21145	AEP_03311	WP_157673197.1	none	none	none	none	FxDxF family PEP-CTERM protein
AEP_RS16545	AEP_03312	WP_087496407.1	none	GO:0009432;GO:0051782	none	IEA;IEA	translesion DNA synthesis-associated protein ImuA
AEP_RS16550	AEP_03313	WP_087496408.1	none	none	none	none	DNA polymerase Y family protein
AEP_RS16555	AEP_03314	WP_087496409.1	none	none	none	none	L-lactate permease
AEP_RS16560	AEP_03315	WP_087496410.1	none	none	none	none	DUF1993 domain-containing protein
AEP_RS16565	AEP_03316	WP_087496411.1	none	none	none	none	acyl-CoA thioesterase
AEP_RS16570	AEP_03317	WP_087496412.1	none	none	none	none	transglutaminase family protein
AEP_RS16575	AEP_03318	WP_232459852.1	none	none	none	none	Lrp/AsnC family transcriptional regulator
AEP_RS16580	AEP_03319	WP_087497390.1	none	none	none	none	EamA family transporter
AEP_RS16585	AEP_03320	WP_087496413.1	GO:0016491	none	IEA	none	SDR family oxidoreductase
AEP_RS16590	AEP_03321	WP_087496414.1	none	none	none	none	dienelactone hydrolase family protein
AEP_RS16595	AEP_03322	WP_087496415.1	none	none	none	none	AraC family transcriptional regulator
AEP_RS16600	AEP_03323	WP_232459853.1	none	none	none	none	fatty acid desaturase
AEP_RS16605	AEP_03324	WP_232459854.1	none	none	none	none	phosphotyrosine protein phosphatase
AEP_RS16610	AEP_03325	WP_087496417.1	none	none	none	none	hypothetical protein
AEP_RS20765	AEP_03326	WP_198301844.1	none	none	none	none	hypothetical protein
AEP_RS16620	AEP_03327	WP_087496419.1	none	none	none	none	DUF2314 domain-containing protein
AEP_RS21150	AEP_03328	WP_232459855.1	none	none	none	none	error-prone DNA polymerase
AEP_RS21155	AEP_03329	WP_232459856.1	none	none	none	none	PEP-CTERM sorting domain-containing protein
AEP_RS16635	AEP_03330	WP_087496420.1	none	none	none	none	hypothetical protein
AEP_RS16640	AEP_03331	WP_087496421.1	none	none	none	none	chemotaxis protein CheX
AEP_RS16645	AEP_03332	WP_087496422.1	none	GO:0000160	none	IEA	response regulator
AEP_RS16650	AEP_03333	WP_087496423.1	none	none	none	none	DUF3857 domain-containing protein
AEP_RS16655	AEP_03334	WP_087496424.1	GO:0050112	GO:0019310	IEA	IEA	inositol 2-dehydrogenase
AEP_RS16660	AEP_03335	WP_087496425.1	none	none	none	none	MurR/RpiR family transcriptional regulator
AEP_RS16665	AEP_03336	WP_087496426.1	GO:0047590	GO:0019310	IEA	IEA	5-dehydro-2-deoxygluconokinase
AEP_RS16670	AEP_03337	WP_087496427.1	GO:0000287;GO:0016823;GO:0030976	GO:0019310	IEA;IEA;IEA	IEA	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
AEP_RS16675	AEP_03338	WP_087496428.1	GO:0050114	GO:0019310	IEA	IEA	myo-inosose-2 dehydratase
AEP_RS16680	AEP_03339	WP_087496429.1	GO:0016861	GO:0019310	IEA	IEA	5-deoxy-glucuronate isomerase
AEP_RS16685	AEP_03340	WP_087496430.1	none	none	none	none	CoA-acylating methylmalonate-semialdehyde dehydrogenase
AEP_RS16690	AEP_03341	WP_087496431.1	none	none	none	none	GntR family transcriptional regulator
AEP_RS16695	AEP_03342	WP_087496432.1	none	none	none	none	aspartate aminotransferase family protein
AEP_RS16700	AEP_03343	WP_087496433.1	none	none	none	none	glutamine synthetase family protein
AEP_RS16705	AEP_03344	WP_087496434.1	GO:0022857	GO:0055085	IEA	IEA	MFS transporter
AEP_RS16710	none	WP_087496435.1	none	none	none	none	hypothetical protein
AEP_RS16715	AEP_03346	WP_087496436.1	none	none	none	none	NAD(P)H-dependent oxidoreductase
AEP_RS16720	AEP_03347	WP_087496437.1	none	none	none	none	hypothetical protein
AEP_RS16725	AEP_03348	WP_232459857.1	none	none	none	none	nuclear transport factor 2 family protein
AEP_RS16730	AEP_03349	WP_232460029.1	none	none	none	none	helix-turn-helix domain-containing protein
AEP_RS16735	AEP_03350	WP_232459858.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS16740	AEP_03351	WP_087496440.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS16745	AEP_03352	WP_087496441.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS16750	AEP_03353	WP_087496442.1	GO:0005524	none	IEA	none	ATP-binding cassette domain-containing protein
AEP_RS16755	AEP_03354	WP_087496443.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS16760	AEP_03355	WP_087496444.1	none	none	none	none	aldehyde dehydrogenase
AEP_RS16765	AEP_03356	WP_087496445.1	GO:0016491	none	IEA	none	coniferyl-alcohol dehydrogenase
AEP_RS16770	AEP_03357	WP_087496446.1	GO:0005524;GO:0008134	GO:0006355	IEA;IEA	IEA	sigma-54-dependent Fis family transcriptional regulator
AEP_RS16775	AEP_03358	WP_087496447.1	GO:0000287;GO:0009045	GO:0006098;GO:0042732	IEA;IEA	IEA;IEA	xylose isomerase
AEP_RS16780	AEP_03359	WP_087496448.1	GO:0004856;GO:0005515	GO:0005997;GO:0042732	IEA;IEA	IEA;IEA	xylulokinase
AEP_RS16785	AEP_03360	WP_087497395.1	none	none	none	none	ROK family transcriptional regulator
AEP_RS16790	AEP_03361	WP_087497396.1	none	none	none	none	hemerythrin domain-containing protein
AEP_RS16795	AEP_03362	WP_087496449.1	none	none	none	none	DUF748 domain-containing protein
AEP_RS16800	AEP_03363	WP_087496450.1	none	none	none	none	fasciclin domain-containing protein
AEP_RS16805	AEP_03364	WP_087496451.1	none	none	none	none	FMN-binding negative transcriptional regulator
AEP_RS16810	AEP_03365	WP_087496452.1	none	none	none	none	pirin family protein
AEP_RS16815	AEP_03366	WP_087496453.1	none	none	none	none	exo-alpha-sialidase
AEP_RS16820	AEP_03367	WP_087496454.1	none	none	none	none	hypothetical protein
AEP_RS16825	AEP_03368	WP_087496455.1	none	none	none	none	dicarboxylate/amino acid:cation symporter
AEP_RS16830	AEP_03369	WP_087496456.1	none	none	none	none	alpha/beta hydrolase
AEP_RS20775	AEP_03370	WP_157673199.1	none	none	none	none	lmo0937 family membrane protein
AEP_RS16835	AEP_03371	WP_087496457.1	none	none	none	none	4,5-DOPA dioxygenase extradiol
AEP_RS16840	AEP_03372	WP_087497397.1	GO:0003677	none	IEA	none	TetR family transcriptional regulator
AEP_RS16845	AEP_03373	WP_087496458.1	none	none	none	none	TRAP transporter small permease
AEP_RS16850	AEP_03374	WP_087496459.1	GO:0015556	GO:0015740	IEA	IEA	TRAP transporter large permease subunit
AEP_RS16855	AEP_03375	WP_087496460.1	none	none	none	none	TRAP transporter substrate-binding protein
AEP_RS16860	AEP_03376	WP_087496461.1	GO:0003855	GO:0009423	IEA	IEA	type II 3-dehydroquinate dehydratase
AEP_RS16865	AEP_03377	WP_087497398.1	none	none	none	none	shikimate dehydrogenase
AEP_RS16870	AEP_03378	WP_087496462.1	none	none	none	none	hypothetical protein
AEP_RS16875	AEP_03379	WP_087496463.1	none	none	none	none	GtrA family protein
AEP_RS16880	AEP_03380	WP_087496464.1	none	none	none	none	glycosyltransferase family 9 protein
AEP_RS16885	AEP_03381	WP_087496465.1	GO:0004478	GO:0006556	IEA	IEA	methionine adenosyltransferase
AEP_RS16890	AEP_03382	WP_087496466.1	GO:0016740	none	IEA	none	lysophospholipid acyltransferase family protein
AEP_RS16895	AEP_03383	WP_087496467.1	none	none	none	none	lipid A biosynthesis acyltransferase
AEP_RS16900	AEP_03384	WP_157673251.1	GO:0003924;GO:0005525;GO:0043022	GO:0042254	IEA;IEA;IEA	IEA	ribosome biogenesis GTP-binding protein YihA/YsxC
AEP_RS16905	AEP_03385	WP_087496468.1	none	none	none	none	cytochrome c4
AEP_RS16910	AEP_03386	WP_087496469.1	none	none	none	none	cytochrome c biogenesis protein ResB
AEP_RS16915	AEP_03387	WP_087496470.1	GO:0020037	GO:0017004	IEA	IEA	c-type cytochrome biogenesis protein CcsB
AEP_RS16920	AEP_03388	WP_087496471.1	GO:0016667;GO:0043546	GO:0030091	IEA;IEA	IEA	protein-methionine-sulfoxide reductase catalytic subunit MsrP
AEP_RS16925	AEP_03389	WP_087496472.1	none	none	none	none	sulfoxide reductase heme-binding subunit YedZ
AEP_RS16930	AEP_03390	WP_087496473.1	GO:0008836	GO:0009089	IEA	IEA	diaminopimelate decarboxylase
AEP_RS16935	AEP_03391	WP_087496474.1	GO:0005506	GO:0016226	IEA	IEA	iron donor protein CyaY
AEP_RS16940	AEP_03392	WP_232459859.1	none	none	none	none	PBP1A family penicillin-binding protein
AEP_RS16945	AEP_03393	WP_087496475.1	none	none	none	none	pilus assembly protein PilM
AEP_RS16950	AEP_03394	WP_087496476.1	none	none	none	none	PilN domain-containing protein
AEP_RS16955	AEP_03395	WP_087496477.1	none	none	none	none	type 4a pilus biogenesis protein PilO
AEP_RS16960	AEP_03396	WP_087496478.1	none	none	none	none	pilus assembly protein PilP
AEP_RS16965	AEP_03397	WP_087496479.1	none	none	none	none	type IV pilus secretin PilQ
AEP_RS16970	none	WP_087496480.1	none	none	none	none	shikimate kinase
AEP_RS16975	AEP_03399	WP_087496481.1	GO:0003856	GO:0009423	IEA	IEA	3-dehydroquinate synthase
AEP_RS16980	AEP_03400	WP_087496482.1	GO:0016793	none	IEA	none	deoxyguanosinetriphosphate triphosphohydrolase
AEP_RS16985	AEP_03401	WP_087496483.1	none	none	none	none	DUF1415 domain-containing protein
AEP_RS16990	AEP_03402	WP_087496484.1	none	none	none	none	SAM-dependent methyltransferase
AEP_RS16995	AEP_03403	WP_232459860.1	none	none	none	none	hypothetical protein
AEP_RS17000	AEP_03404	WP_087496485.1	none	none	none	none	MBL fold metallo-hydrolase
AEP_RS17005	AEP_03405	WP_087496486.1	none	none	none	none	transposase
AEP_RS17010	AEP_03406	WP_087496487.1	GO:0015930;GO:0016638	GO:0006537	IEA;IEA	IEA	glutamate synthase-related protein
AEP_RS17015	AEP_03407	WP_087496488.1	none	none	none	none	glutamate synthase subunit beta
AEP_RS17020	AEP_03408	WP_087496489.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS17025	AEP_03409	WP_087496490.1	none	none	none	none	lipid asymmetry maintenance ABC transporter permease subunit MlaE
AEP_RS17030	AEP_03410	WP_087496491.1	none	GO:0015914	none	IEA	outer membrane lipid asymmetry maintenance protein MlaD
AEP_RS17035	AEP_03411	WP_087496492.1	none	none	none	none	VacJ family lipoprotein
