GID	SYMBOL	GENENAME
AEP_03542	WP_087496617.1	NAD(P)-dependent glycerol-3-phosphate dehydrogenase
AEP_03543	WP_087496618.1	cyanophycin synthetase
AEP_03544	WP_087496619.1	cyanophycin synthetase
AEP_03545	WP_087497406.1	ABC transporter ATP-binding protein/permease
AEP_03546	WP_087496620.1	DUF1854 domain-containing protein
AEP_03547	WP_087496621.1	DUF1569 domain-containing protein
AEP_03548	WP_087496622.1	pantoate--beta-alanine ligase
AEP_03549	WP_087496623.1	3-methyl-2-oxobutanoate hydroxymethyltransferase
AEP_03550	WP_087496624.1	segregation/condensation protein A
AEP_03551	WP_087496625.1	DUF3460 family protein
AEP_03552	WP_087496626.1	DUF2167 domain-containing protein
AEP_03553	WP_087496627.1	carboxylating nicotinate-nucleotide diphosphorylase
AEP_03554	WP_087496628.1	quinolinate synthase NadA
AEP_03555	WP_087496629.1	hypothetical protein
none	none	Tar ligand binding domain-containing protein
AEP_03556	none	methyl-accepting chemotaxis protein
AEP_03557	WP_087496631.1	rhodanese-like domain-containing protein
AEP_03558	WP_087496632.1	chromate efflux transporter
AEP_03559	WP_087496633.1	chromate resistance protein
AEP_03560	WP_087496634.1	glutathione S-transferase N-terminal domain-containing protein
AEP_03561	WP_087496635.1	response regulator
AEP_03562	WP_087496636.1	methyl-accepting chemotaxis protein
AEP_03563	WP_087496637.1	ATP-binding protein
AEP_03564	WP_087496638.1	TRAP transporter large permease
AEP_03565	WP_087496639.1	TRAP transporter small permease
AEP_03566	WP_087496640.1	TRAP transporter substrate-binding protein
AEP_03567	WP_232459866.1	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
AEP_03568	WP_087496642.1	LysR family transcriptional regulator
AEP_03569	WP_087496643.1	L-aspartate oxidase
AEP_03570	WP_087496644.1	SulP family inorganic anion transporter
AEP_03571	WP_087496645.1	DUF1275 domain-containing protein
AEP_03572	WP_087497407.1	methionine--tRNA ligase
AEP_03573	WP_087496646.1	sel1 repeat family protein
AEP_03574	WP_087496647.1	sel1 repeat family protein
AEP_03575	WP_157673203.1	DUF3857 domain-containing protein
AEP_03576	WP_087496649.1	crotonase/enoyl-CoA hydratase family protein
AEP_03577	none	NADPH-dependent 2,4-dienoyl-CoA reductase
AEP_03578	WP_087496651.1	PadR family transcriptional regulator
AEP_03579	WP_087496652.1	hypothetical protein
AEP_03580	WP_087496653.1	patatin-like phospholipase family protein
AEP_03581	WP_087496654.1	iron-sulfur cluster carrier protein ApbC
AEP_03582	WP_087496655.1	LysR family transcriptional regulator
AEP_03583	WP_087496656.1	methyl-accepting chemotaxis protein
AEP_03584	WP_087496657.1	OFA family MFS transporter
AEP_03585	WP_087496658.1	NAD(P)H-dependent oxidoreductase subunit E
AEP_03586	WP_087496659.1	formate dehydrogenase subunit alpha
AEP_03587	WP_087496660.1	formate dehydrogenase accessory sulfurtransferase FdhD
AEP_03588	WP_087496661.1	ABC transporter permease
AEP_03589	WP_087496662.1	ATP-binding cassette domain-containing protein
AEP_03590	WP_087496663.1	extracellular solute-binding protein
AEP_03591	WP_087496664.1	molybdenum cofactor guanylyltransferase
AEP_03592	WP_087496665.1	molybdopterin-binding protein
AEP_03593	WP_087496666.1	MATE family efflux transporter
AEP_03594	WP_087497408.1	alpha/beta hydrolase
AEP_03595	WP_087496667.1	efflux RND transporter permease subunit
AEP_03596	WP_157673204.1	efflux RND transporter periplasmic adaptor subunit
AEP_03597	WP_157673205.1	efflux transporter outer membrane subunit
AEP_03598	WP_087496670.1	TetR/AcrR family transcriptional regulator
AEP_03599	WP_087496672.1	ABC transporter substrate-binding protein
AEP_03600	WP_198301851.1	ATP-binding protein
AEP_03601	WP_198301852.1	formylglycine-generating enzyme family protein
AEP_03602	WP_087496675.1	FtsX-like permease family protein
AEP_03603	WP_087496676.1	group II truncated hemoglobin
AEP_03604	WP_087496677.1	helix-turn-helix domain-containing protein
AEP_03605	WP_087496678.1	(2Fe-2S)-binding protein
AEP_03606	WP_087496679.1	xanthine dehydrogenase family protein molybdopterin-binding subunit
AEP_03607	WP_087496680.1	xanthine dehydrogenase family protein subunit M
AEP_03608	WP_087497409.1	MoxR family ATPase
AEP_03609	WP_087496681.1	VWA domain-containing protein
AEP_03610	WP_087496682.1	carbon monoxide dehydrogenase subunit G
AEP_03611	WP_087496683.1	XdhC family protein
AEP_03612	WP_087496684.1	Smr/MutS family protein
AEP_03613	WP_087496685.1	DNA repair protein RadC
AEP_03614	WP_087496686.1	FKBP-type peptidyl-prolyl cis-trans isomerase
AEP_03615	WP_198301853.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AEP_03616	WP_087496687.1	serine--tRNA ligase
AEP_03618	WP_157673206.1	hypothetical protein
AEP_03619	WP_087496689.1	tripartite tricarboxylate transporter substrate binding protein
AEP_03620	WP_087496690.1	alpha/beta fold hydrolase
AEP_03621	WP_087496691.1	GMC oxidoreductase
AEP_03622	WP_198301854.1	bifunctional diguanylate cyclase/phosphodiesterase
AEP_03623	WP_157673207.1	SRPBCC family protein
AEP_03624	WP_157673208.1	hypothetical protein
AEP_03625	WP_087496694.1	heme-binding beta-barrel domain-containing protein
AEP_03626	WP_087496695.1	tryptophan--tRNA ligase
AEP_03627	WP_087496696.1	site-2 protease family protein
AEP_03628	WP_087496697.1	L-threonylcarbamoyladenylate synthase
AEP_03629	WP_087496698.1	PHP domain-containing protein
AEP_03630	WP_087496699.1	RluA family pseudouridine synthase
AEP_03631	WP_232460031.1	ATP-binding protein
AEP_03632	WP_087497411.1	bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
AEP_03633	WP_087496701.1	cytochrome c
AEP_03634	WP_232459867.1	c-type cytochrome
AEP_03635	WP_087496703.1	AMP-binding protein
AEP_03636	WP_087497412.1	2Fe-2S iron-sulfur cluster-binding protein
AEP_03637	WP_087496704.1	GNAT family N-acetyltransferase
AEP_03638	WP_087496705.1	beta-ketoacyl-ACP synthase III
AEP_03639	WP_198301855.1	NAD(P)-dependent alcohol dehydrogenase
AEP_03640	WP_087496707.1	bile acid:sodium symporter
AEP_03641	WP_157673209.1	hypothetical protein
AEP_03642	WP_087496708.1	SRPBCC family protein
AEP_03643	WP_087497413.1	hypothetical protein
AEP_03644	WP_087496709.1	DUF808 domain-containing protein
AEP_03645	WP_232459868.1	EamA family transporter
AEP_03646	WP_087496710.1	SDR family oxidoreductase
AEP_03647	WP_087496711.1	chemotaxis protein CheW
AEP_03648	WP_198301856.1	AraC family transcriptional regulator
AEP_03649	WP_087496712.1	MFS transporter
AEP_03650	WP_087496713.1	alpha-glucosidase
AEP_03651	WP_087497416.1	DMT family transporter
AEP_03652	WP_087496714.1	quinone oxidoreductase
AEP_03653	WP_087496715.1	hypothetical protein
AEP_03654	WP_087496716.1	Na/Pi cotransporter family protein
AEP_03655	WP_232460032.1	signal peptidase II
AEP_03656	WP_087496718.1	isoleucine--tRNA ligase
AEP_03658	WP_087497417.1	bifunctional riboflavin kinase/FAD synthetase
AEP_03659	none	HNH endonuclease
AEP_03660	WP_087496719.1	tyrosine-type recombinase/integrase
AEP_03661	WP_157673210.1	hypothetical protein
AEP_03662	WP_157673211.1	integrase
AEP_03663	WP_087496722.1	AAA family ATPase
AEP_03664	none	transposase
AEP_03665	none	IS21-like element helper ATPase IstB
none	none	IS21 family transposase
AEP_03667	none	IS21 family transposase
AEP_03668	WP_087496723.1	IS21-like element helper ATPase IstB
AEP_03669	none	IS21 family transposase
AEP_03670	WP_087496724.1	AAA family ATPase
AEP_03671	WP_087496725.1	AAA family ATPase
AEP_03672	WP_087496726.1	hypothetical protein
AEP_03673	WP_087496727.1	HigA family addiction module antitoxin
none	none	IS3 family transposase
none	WP_157673212.1	hypothetical protein
AEP_03678	WP_157673213.1	hypothetical protein
AEP_03679	WP_087496729.1	autoinducer binding domain-containing protein
none	WP_087496730.1	DUF4902 domain-containing protein
AEP_03680	WP_232460033.1	N-acylhomoserine lactone synthase
AEP_03681	WP_087496732.1	hypothetical protein
AEP_03682	WP_087496733.1	long-chain fatty acid--CoA ligase
AEP_03683	WP_087496734.1	OsmC family protein
AEP_03684	WP_087496735.1	AMP-binding protein
AEP_03685	WP_087496736.1	non-ribosomal peptide synthetase
AEP_03686	WP_087496737.1	SDR family NAD(P)-dependent oxidoreductase
AEP_03687	WP_198301858.1	hypothetical protein
AEP_03688	WP_087496738.1	MATE family efflux transporter
AEP_03689	WP_087496739.1	GyrI-like domain-containing protein
AEP_03690	WP_232459869.1	SAP domain-containing protein
AEP_03691	WP_087496740.1	4'-phosphopantetheinyl transferase superfamily protein
AEP_03692	WP_157673214.1	alpha/beta fold hydrolase
AEP_03693	WP_087496742.1	ACP S-malonyltransferase
AEP_03694	WP_087496743.1	iron-containing redox enzyme family protein
AEP_03695	WP_087496744.1	cupin domain-containing protein
AEP_03696	WP_087496745.1	hypothetical protein
none	WP_157673057.1	hypothetical protein
AEP_03698	WP_087496746.1	hypothetical protein
AEP_03700	WP_157673215.1	type II toxin-antitoxin system PemK/MazF family toxin
AEP_03701	WP_157673216.1	ribbon-helix-helix domain-containing protein
none	none	AAA family ATPase
AEP_03704	WP_157673217.1	ParB/RepB/Spo0J family partition protein
AEP_03705	WP_157673218.1	hypothetical protein
AEP_03707	WP_087496752.1	addiction module antitoxin
AEP_03708	WP_087496753.1	DUF1566 domain-containing protein
AEP_03709	WP_157673219.1	hypothetical protein
AEP_03710	WP_087496755.1	HD domain-containing protein
AEP_03711	WP_087496756.1	DUF1566 domain-containing protein
AEP_03712	WP_087496757.1	hypothetical protein
AEP_03713	WP_157673220.1	hypothetical protein
AEP_03714	WP_087496759.1	type II toxin-antitoxin system PemK/MazF family toxin
AEP_03715	WP_087496760.1	tyrosine-type recombinase/integrase
AEP_03716	WP_157673221.1	hypothetical protein
AEP_03718	WP_087496765.1	Crp/Fnr family transcriptional regulator
AEP_03719	WP_087496766.1	tyrosine-type recombinase/integrase
AEP_03720	WP_087496767.1	DNA-binding protein
AEP_03721	WP_257789655.1	type I restriction-modification system subunit M
AEP_03722	WP_087496768.1	HNH endonuclease
AEP_03723	none	HNH endonuclease
AEP_03724	WP_087496769.1	methylglyoxal synthase
AEP_03725	WP_232460034.1	Do family serine endopeptidase
AEP_03726	WP_087496771.1	bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase
AEP_03727	WP_087496772.1	histone deacetylase family protein
AEP_03728	WP_087496773.1	hypothetical protein
AEP_03729	WP_087496774.1	AI-2E family transporter
AEP_03730	WP_087496775.1	VOC family protein
AEP_03731	WP_157673222.1	EAL domain-containing protein
AEP_03732	WP_087496777.1	hypothetical protein
AEP_03733	WP_087496778.1	acyl-CoA dehydrogenase family protein
AEP_03734	WP_087496779.1	acyl-CoA dehydrogenase family protein
AEP_03735	WP_087496780.1	DUF480 domain-containing protein
AEP_03736	WP_087496781.1	phosphoribosylglycinamide formyltransferase
AEP_03737	WP_198301861.1	EF-hand domain-containing protein
AEP_03738	WP_087496783.1	response regulator transcription factor
AEP_03739	WP_232459870.1	ATP-binding protein
AEP_03740	WP_087496785.1	DUF1653 domain-containing protein
AEP_03741	WP_087496786.1	RsmB/NOP family class I SAM-dependent RNA methyltransferase
AEP_03742	WP_087496787.1	fatty acid desaturase
AEP_03743	WP_087496788.1	50S ribosomal protein L33
AEP_03744	WP_087496789.1	50S ribosomal protein L28
AEP_03745	WP_087497421.1	thioredoxin-disulfide reductase
AEP_03746	WP_087496790.1	Crp/Fnr family transcriptional regulator
AEP_03747	WP_087496791.1	DNA translocase FtsK
AEP_03748	WP_087496792.1	outer membrane lipoprotein chaperone LolA
AEP_03749	WP_087496793.1	mechanosensitive ion channel family protein
AEP_03750	WP_087496794.1	replication-associated recombination protein A
AEP_03751	WP_087496795.1	branched-chain amino acid ABC transporter permease
AEP_03752	WP_087496796.1	ABC transporter ATP-binding protein
AEP_03753	WP_087496797.1	ABC transporter ATP-binding protein
AEP_03754	WP_087496798.1	ABC transporter ATP-binding protein
AEP_03755	WP_087496799.1	hypothetical protein
AEP_03756	WP_232459871.1	CDP-6-deoxy-delta-3,4-glucoseen reductase
AEP_03757	WP_087496800.1	SDR family oxidoreductase
AEP_03758	WP_157673223.1	phosphatase PAP2 family protein
AEP_03760	WP_087496802.1	cysteine synthase CysM
AEP_03761	WP_087496803.1	NUDIX domain-containing protein
AEP_03762	WP_087496804.1	sulfurtransferase TusA family protein
AEP_03763	WP_087496805.1	valine--tRNA ligase
AEP_03764	WP_087496806.1	DUF1330 domain-containing protein
AEP_03765	WP_087496807.1	cyclic pyranopterin monophosphate synthase MoaC
AEP_03766	WP_157673224.1	MaoC family dehydratase
AEP_03767	WP_087497423.1	esterase-like activity of phytase family protein
AEP_03768	WP_087496809.1	peroxide stress protein YaaA
AEP_03769	WP_087496810.1	alpha/beta fold hydrolase
AEP_03770	WP_087496811.1	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
AEP_03771	WP_232459872.1	EAL domain-containing protein
AEP_03772	WP_232459873.1	TRAP transporter substrate-binding protein
AEP_03773	WP_087496813.1	EAL domain-containing protein
AEP_03774	WP_087497425.1	PAS domain-containing methyl-accepting chemotaxis protein
AEP_03775	WP_198301862.1	diguanylate phosphodiesterase
AEP_03776	WP_087496815.1	DNA polymerase IV
AEP_03777	WP_232459874.1	extracellular solute-binding protein
AEP_03778	WP_087496816.1	alpha-hydroxy-acid oxidizing protein
AEP_03779	WP_157673225.1	DUF3999 family protein
AEP_03780	WP_232459875.1	hypothetical protein
AEP_03781	WP_232460035.1	penicillin-binding protein 1C
AEP_03782	WP_087497430.1	NADH:flavin oxidoreductase
AEP_03783	WP_087496817.1	Rossmann fold nucleotide-binding protein
AEP_03784	WP_087497431.1	DUF1304 domain-containing protein
AEP_03785	WP_087496818.1	TetR/AcrR family transcriptional regulator
AEP_03786	WP_087496819.1	hypothetical protein
AEP_03787	WP_087496820.1	YrhB domain-containing protein
AEP_03788	WP_087497432.1	MG2 domain-containing protein
AEP_03789	WP_087496821.1	DUF3034 family protein
AEP_03790	WP_087496822.1	group 1 truncated hemoglobin
AEP_03791	WP_232459876.1	plastocyanin
AEP_03792	WP_087496823.1	hypothetical protein
AEP_03793	WP_087496824.1	anti-sigma factor
AEP_03794	WP_087496825.1	sigma-70 family RNA polymerase sigma factor
AEP_03795	WP_087496826.1	ferritin-like domain-containing protein
AEP_03796	WP_087496827.1	c-type cytochrome
AEP_03797	WP_087496828.1	DUF3455 domain-containing protein
AEP_03798	WP_157673226.1	ATP-binding protein
AEP_03799	WP_087496830.1	DNA-3-methyladenine glycosylase I
AEP_03800	WP_087496831.1	DsbA family protein
AEP_03801	WP_087496832.1	hypothetical protein
AEP_03802	WP_087496833.1	MBL fold metallo-hydrolase
AEP_03803	WP_087496834.1	LysR family transcriptional regulator
AEP_03804	WP_087496835.1	XRE family transcriptional regulator
AEP_03805	WP_087496836.1	low specificity L-threonine aldolase
AEP_03806	WP_087496837.1	argininosuccinate lyase
AEP_03807	WP_087496838.1	histidine kinase
AEP_03808	WP_232459877.1	LytTR family DNA-binding domain-containing protein
AEP_03809	WP_087496839.1	transporter substrate-binding domain-containing protein
AEP_03810	WP_087496840.1	phosphoenolpyruvate carboxylase
AEP_03811	WP_198301863.1	hydroxymethylbilane synthase
AEP_03812	WP_087496842.1	uroporphyrinogen-III synthase
AEP_03813	WP_087496843.1	uroporphyrinogen-III C-methyltransferase
none	none	heme biosynthesis protein HemY
AEP_03816	WP_087496844.1	GGDEF domain-containing protein
AEP_03817	WP_087497435.1	Rne/Rng family ribonuclease
AEP_03818	WP_198301982.1	RluA family pseudouridine synthase
AEP_03819	WP_087496846.1	HAD-IA family hydrolase
AEP_03820	WP_087496847.1	Rieske 2Fe-2S domain-containing protein
AEP_03821	WP_087496848.1	S49 family peptidase
AEP_03822	WP_087496849.1	SAM-dependent methyltransferase
AEP_03823	WP_087496850.1	Maf family nucleotide pyrophosphatase
AEP_03824	WP_087496851.1	YceD family protein
AEP_03825	WP_087496852.1	50S ribosomal protein L32
AEP_03826	WP_087496853.1	phosphate acyltransferase PlsX
AEP_03827	WP_087496854.1	ketoacyl-ACP synthase III
AEP_03828	WP_087496855.1	ACP S-malonyltransferase
AEP_03829	WP_087496856.1	3-oxoacyl-ACP reductase FabG
AEP_03830	WP_087496857.1	acyl carrier protein
AEP_03831	WP_087496858.1	beta-ketoacyl-ACP synthase II
AEP_03832	WP_087496859.1	sigma-70 family RNA polymerase sigma factor
AEP_03833	WP_157673227.1	RseA family anti-sigma factor
AEP_03834	WP_087496861.1	MucB/RseB C-terminal domain-containing protein
AEP_03835	WP_087497436.1	Do family serine endopeptidase
AEP_03836	WP_087496862.1	translation elongation factor 4
AEP_03837	WP_087496863.1	signal peptidase I
AEP_03838	WP_087496864.1	DUF4845 domain-containing protein
AEP_03839	WP_087496865.1	ribonuclease III
AEP_03840	WP_232460036.1	GTPase Era
AEP_03841	WP_087496867.1	DNA repair protein RecO
AEP_03842	WP_087496868.1	pyridoxine 5'-phosphate synthase
AEP_03843	WP_087496869.1	holo-ACP synthase
AEP_03844	WP_087496870.1	beta-N-acetylhexosaminidase
AEP_03845	WP_087496871.1	rhombosortase
AEP_03846	WP_157673228.1	S8 family peptidase
AEP_03847	WP_157673229.1	4'-phosphopantetheinyl transferase superfamily protein
AEP_03848	WP_087496874.1	non-ribosomal peptide synthetase
AEP_03849	WP_087496875.1	hypothetical protein
AEP_03850	WP_157673230.1	FecR domain-containing protein
AEP_03851	WP_087496877.1	OmpA family protein
AEP_03852	WP_087496878.1	translation initiation factor Sui1
AEP_03853	WP_087496879.1	DUF3820 family protein
AEP_03854	WP_157673231.1	chalcone isomerase family protein
AEP_03855	WP_087496881.1	pseudouridine synthase
AEP_03856	WP_087496882.1	DUF45 domain-containing protein
AEP_03857	WP_087496883.1	lysine--tRNA ligase
AEP_03858	WP_087496884.1	YggT family protein
AEP_03859	WP_087496885.1	acetyl-CoA carboxylase, carboxyltransferase subunit beta
AEP_03860	WP_087496886.1	tryptophan synthase subunit alpha
AEP_03861	WP_087496887.1	tryptophan synthase subunit beta
AEP_03862	WP_087496888.1	phosphoribosylanthranilate isomerase
AEP_03863	WP_087496889.1	tRNA pseudouridine(38-40) synthase TruA
AEP_03864	WP_087497437.1	hypothetical protein
AEP_03865	WP_087496890.1	aspartate-semialdehyde dehydrogenase
AEP_03866	WP_087496891.1	3-isopropylmalate dehydrogenase
AEP_03867	WP_087496892.1	3-isopropylmalate dehydratase small subunit
AEP_03868	WP_087496893.1	entericidin A/B family lipoprotein
AEP_03869	WP_087496894.1	3-isopropylmalate dehydratase large subunit
AEP_03870	WP_087496895.1	LysR family transcriptional regulator
AEP_03871	WP_087496896.1	citrate synthase
AEP_03872	WP_087496897.1	succinate dehydrogenase assembly factor 2
AEP_03873	WP_087496898.1	succinate dehydrogenase iron-sulfur subunit
AEP_03874	WP_087496899.1	succinate dehydrogenase flavoprotein subunit
AEP_03875	WP_087496900.1	succinate dehydrogenase, hydrophobic membrane anchor protein
AEP_03876	WP_087496901.1	succinate dehydrogenase, cytochrome b556 subunit
